session_id,user_id,course_id,intent,user_query,ai_response_summary,tokens_used,satisfaction_score,created_at
AIS0000173,USR030069,CRS029926,Revision,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4276,4,2026-03-25
AIS0000174,USR041833,CRS006532,Career Guidance,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4926,4,2026-02-25
AIS0000175,USR042313,CRS022847,Concept Explanation,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2082,4,2026-04-07
AIS0000176,USR007061,CRS025662,Concept Explanation,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2711,1,2026-04-29
AIS0000177,USR014321,CRS023483,Doubt Solving,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1276,3,2026-04-06
AIS0000178,USR009431,CRS030854,Revision,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2444,4,2026-03-17
AIS0000179,USR046953,CRS033388,Revision,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4108,3,2026-02-24
AIS0000180,USR002161,CRS045072,Quiz Generation,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1895,2,2026-04-30
AIS0000181,USR014218,CRS012233,Assignment Help,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1768,4,2026-03-21
AIS0000182,USR003343,CRS040124,Career Guidance,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",918,3,2026-04-29
AIS0000183,USR029053,CRS029635,Career Guidance,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1218,3,2026-02-12
AIS0000184,USR048771,CRS034266,Career Guidance,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3187,5,2026-04-02
AIS0000185,USR009435,CRS043114,Concept Explanation,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",484,5,2026-04-24
AIS0000186,USR014811,CRS008681,Career Guidance,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4256,4,2026-02-15
AIS0000187,USR043260,CRS007697,Doubt Solving,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3495,2,2026-05-06
AIS0000188,USR007575,CRS027937,Assignment Help,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4283,3,2026-05-10
AIS0000189,USR016932,CRS033289,Revision,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4637,2,2026-04-10
AIS0000190,USR010039,CRS032369,Revision,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1977,5,2026-02-25
AIS0000191,USR035034,CRS048447,Assignment Help,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2794,2,2026-03-08
AIS0000192,USR006868,CRS009644,Assignment Help,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3480,1,2026-03-12
AIS0000193,USR013972,CRS010643,Quiz Generation,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4589,2,2026-02-21
AIS0000194,USR016463,CRS002675,Revision,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1494,4,2026-02-20
AIS0000195,USR009267,CRS023697,Concept Explanation,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3367,4,2026-03-08
AIS0000196,USR045201,CRS041732,Quiz Generation,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2229,2,2026-03-31
AIS0000197,USR046367,CRS048566,Doubt Solving,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4202,3,2026-04-21
AIS0000198,USR048666,CRS014673,Career Guidance,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2078,1,2026-03-02
AIS0000199,USR046332,CRS027088,Revision,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",506,1,2026-02-26
AIS0000200,USR047819,CRS047776,Concept Explanation,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3506,1,2026-05-13
AIS0000201,USR038418,CRS024056,Assignment Help,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2310,1,2026-03-14
AIS0000202,USR030594,CRS042671,Assignment Help,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2507,3,2026-04-09
AIS0000203,USR033591,CRS016018,Concept Explanation,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4025,5,2026-04-04
AIS0000204,USR005530,CRS002108,Quiz Generation,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3829,1,2026-03-23
AIS0000205,USR042143,CRS012025,Revision,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4252,1,2026-02-27
AIS0000206,USR037904,CRS031676,Concept Explanation,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",984,2,2026-03-09
AIS0000207,USR008032,CRS004483,Quiz Generation,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1979,5,2026-05-08
AIS0000208,USR022149,CRS010247,Career Guidance,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4776,5,2026-03-09
AIS0000209,USR049103,CRS047394,Assignment Help,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2553,5,2026-02-26
